#,"./SRR14530610_trimmed.bam","./SRR14530611_trimmed.bam","./SRR14530612_trimmed.bam","./SRR14530613_trimmed.bam","./SRR14530614_trimmed.bam","./SRR14530615_trimmed.bam","./SRR14530616_trimmed.bam","./SRR14530617_trimmed.bam"
Geneid,./SRR14530610_trimmed.bam,./SRR14530611_trimmed.bam,./SRR14530612_trimmed.bam,./SRR14530613_trimmed.bam,./SRR14530614_trimmed.bam,./SRR14530615_trimmed.bam,./SRR14530616_trimmed.bam,./SRR14530617_trimmed.bam
ENSG00000243225,2,0,1,0,0,0,3,2
ENSG00000119669,376,1,1185,53,488,202,514,731
ENSG00000273729,13,0,20,45,51,0,16,50
ENSG00000246548,18,1,14,130,22,0,26,23
ENSG00000258473,3,0,0,0,1,0,1,0
ENSG00000258819,15,0,80,42,34,0,18,74
ENSG00000287004,0,0,0,0,2,0,0,0
ENSG00000100565,35,273,3,40,19,0,40,0
ENSG00000166165,21,0,43,34,10,0,7,14
ENSG00000256053,24,0,61,16,56,0,11,25
ENSG00000184304,23,0,3,0,16,0,22,3
ENSG00000257904,0,0,0,0,0,0,0,0
ENSG00000248975,3,0,0,0,6,0,5,1
ENSG00000240201,0,0,0,0,0,0,0,0
ENSG00000279032,1,0,0,0,0,0,1,0
ENSG00000125375,14,1,42,13,37,26,30,13
ENSG00000211448,20,1,5,14,11,0,26,0
ENSG00000139970,136,1,570,48,156,520,65,105
ENSG00000100526,7,0,4,53,2,0,8,4
ENSG00000100852,113,1,259,100,235,1215,58,99
ENSG00000165795,56,0,139,32,110,0,61,83
ENSG00000100453,454,0,845,41,352,57,108,205
ENSG00000054654,4242,658,5125,648,5234,222,987,2947
ENSG00000156414,61,0,110,35,37,0,53,57
ENSG00000099814,25,0,13,0,9,0,52,16
ENSG00000187630,39,0,101,36,40,0,12,40
ENSG00000185024,161,27,212,82,303,379,106,143
ENSG00000087303,42,1,18,8,27,306,46,27
ENSG00000136367,43,0,26,63,21,0,45,17
ENSG00000092051,19,0,15,57,21,0,16,9
ENSG00000015133,1976,623,4167,1209,4041,2501,1179,2258
ENSG00000100938,516,282,1292,110,903,295,242,559
ENSG00000139880,18,5,12,14,26,0,13,7
ENSG00000151332,15,0,54,15,17,0,12,49
ENSG00000066427,86,106,312,71,233,0,80,122
ENSG00000089737,625,293,1515,360,1553,221,679,1803
ENSG00000027075,695,315,1233,59,1471,57,386,901
ENSG00000092068,32,1,79,110,66,0,29,38
ENSG00000176153,21,0,32,0,93,0,38,51
ENSG00000198668,1551,391,4301,1951,2437,3479,1101,1766
ENSG00000129518,51,0,206,4,91,0,39,175
ENSG00000092199,1089,132,3438,486,1905,594,630,1999
ENSG00000176230,6,0,0,1,12,0,7,1
ENSG00000150527,111,0,314,55,240,0,63,130
ENSG00000136305,0,0,0,0,0,0,0,0
ENSG00000100439,145,1,270,208,187,2912,121,318
ENSG00000181619,29,0,10,0,25,0,6,6
ENSG00000186469,488,67,1938,126,575,173,274,961
ENSG00000165521,23,0,31,0,44,0,21,17
ENSG00000250366,2,0,3,0,19,0,11,2
ENSG00000156050,28,0,51,79,39,0,21,26
ENSG00000119723,9,0,20,0,40,0,11,19
ENSG00000187097,45,27,81,0,81,51,34,38
ENSG00000279461,0,0,0,0,0,0,0,0
ENSG00000119636,7,11,9,19,15,79,8,7
ENSG00000119711,24,15,85,43,44,0,23,18
ENSG00000239910,10,0,4,0,19,0,3,2
ENSG00000258513,0,0,0,0,0,0,0,0
ENSG00000119614,10,0,3,24,10,0,14,1
ENSG00000119688,226,0,354,243,425,101,147,151
ENSG00000258559,4,0,0,0,0,0,0,1
ENSG00000133980,12,0,1,28,6,0,22,0
ENSG00000258737,1,0,0,0,9,0,2,0
ENSG00000177776,3,0,0,11,0,0,3,0
ENSG00000205659,31,0,73,24,31,0,17,24
ENSG00000259155,2,0,1,0,1,0,4,1
ENSG00000258462,0,0,0,0,4,0,1,0
ENSG00000221114,0,0,0,0,0,0,0,0
ENSG00000197776,12,5,30,0,35,0,3,16
ENSG00000258400,2,0,0,0,3,0,2,0
ENSG00000165516,49,0,117,35,81,0,53,88
ENSG00000165525,190,51,462,84,398,324,106,309
ENSG00000277634,1,0,0,0,8,0,0,2
ENSG00000252474,2,0,6,0,16,0,2,5
ENSG00000278771,7,4,125,6,7,0,54,102
ENSG00000282885,6,0,6,0,8,0,3,4
ENSG00000274012,0,0,0,0,0,0,0,0
ENSG00000278002,2,0,13,0,18,0,3,12
ENSG00000251929,0,0,2,0,0,0,0,1
ENSG00000274704,0,0,0,0,0,0,0,0
ENSG00000278038,1,0,0,0,0,0,0,0
ENSG00000270788,5,0,5,0,5,0,9,0
ENSG00000243038,0,0,0,0,0,0,4,0
ENSG00000165527,575,304,2515,353,911,212,521,1294
ENSG00000241582,2,0,0,0,0,0,2,0
ENSG00000165410,5,0,28,0,13,0,18,37
ENSG00000243824,1,0,2,0,1,0,1,0
ENSG00000198604,709,182,2373,280,1148,33,141,435
ENSG00000251726,0,0,2,0,0,0,0,0
ENSG00000258738,10,1,104,0,29,0,10,51
ENSG00000258493,0,0,0,0,0,0,0,0
ENSG00000092020,29,4,162,42,71,3,29,81
ENSG00000100890,10,0,38,0,32,0,18,15
ENSG00000258790,1,0,0,0,0,0,0,0
ENSG00000241052,1,0,0,0,5,0,2,0
ENSG00000259090,2,0,0,0,4,0,7,0
ENSG00000282625,4,0,4,0,12,0,0,1
ENSG00000282308,3,119,5,0,2,0,0,0
ENSG00000256243,0,0,1,0,0,0,0,0
ENSG00000240392,3,0,0,0,0,0,1,2
ENSG00000100902,36,1,61,1,41,0,33,92
ENSG00000288045,0,0,0,0,0,0,0,1
ENSG00000258503,0,0,0,0,5,0,3,0
ENSG00000258993,9,0,0,17,0,0,0,0
ENSG00000139973,8,0,6,100,10,0,20,5
ENSG00000289503,0,0,0,0,1,0,0,0
ENSG00000186369,2,57,0,0,3,0,8,0
ENSG00000169488,0,0,2,0,5,0,0,0
ENSG00000196383,3,0,0,0,0,0,2,0
ENSG00000151445,57,0,165,94,155,61,40,43
ENSG00000100591,195,0,876,130,291,128,111,219
ENSG00000212371,0,0,8,0,0,0,0,1
ENSG00000100593,16,0,3,5,0,0,22,6
ENSG00000100596,520,248,2100,477,837,235,190,455
ENSG00000240233,2,0,4,0,20,0,1,0
ENSG00000258957,8,0,0,0,1,0,13,0
ENSG00000258520,5,0,1,0,0,0,0,0
ENSG00000100626,54,0,7,108,19,0,53,2
ENSG00000280073,6,0,0,4,0,0,4,1
ENSG00000100632,13,0,47,0,20,0,1,18
ENSG00000029364,124,88,346,115,206,151,69,91
ENSG00000286424,6,0,7,0,7,0,2,2
ENSG00000081177,33,1,70,45,84,0,28,11
ENSG00000140006,15,0,65,0,37,0,18,26
ENSG00000198133,101,153,189,30,180,0,45,54
ENSG00000284118,0,0,0,0,0,0,0,0
ENSG00000215277,12,0,1,20,18,0,17,4
ENSG00000071537,365,186,1167,97,579,200,128,444
ENSG00000258977,4,0,0,0,7,0,1,0
ENSG00000140022,47,1777,94,1297,67,26107,60,81
ENSG00000265768,0,0,0,0,2,0,0,0
ENSG00000165949,21,0,3,33,20,0,22,13
ENSG00000205436,11,1,4,0,14,0,12,2
ENSG00000129493,17,0,50,0,52,0,11,21
ENSG00000283016,5,0,1,0,0,2,2,0
ENSG00000258443,6,0,1,1,1,0,3,3
ENSG00000258695,0,0,1,0,1,0,0,0
ENSG00000184227,3,0,1,57,3,0,1,7
ENSG00000258408,1,0,0,0,0,0,2,0
ENSG00000119673,13,15,48,39,39,0,19,29
ENSG00000258524,5,0,1,0,0,0,0,0
ENSG00000279026,0,0,3,28,9,0,10,2
ENSG00000177465,0,0,1,8,0,0,4,0
ENSG00000205669,9,0,2,0,3,0,7,0
ENSG00000258972,4,0,0,18,1,0,8,0
ENSG00000119661,40,1,43,0,30,0,12,10
ENSG00000251907,0,0,0,0,0,0,0,0
ENSG00000258660,0,0,0,0,0,0,0,0
ENSG00000176903,65,226,212,371,128,3378,54,139
ENSG00000264741,12,0,25,0,10,0,14,20
ENSG00000259065,3,0,16,0,7,0,14,6
ENSG00000258586,0,0,0,0,0,0,7,0
ENSG00000270576,1,0,0,0,0,0,2,0
ENSG00000140043,6,1,2,0,7,1,9,3
ENSG00000258653,2,0,0,0,0,0,0,2
ENSG00000223300,0,0,0,0,0,0,0,0
ENSG00000273711,0,0,0,0,0,0,1,0
ENSG00000119725,25,1,44,1,41,73,19,55
ENSG00000258891,15,0,10,52,13,4,8,17
ENSG00000270140,4,0,0,0,3,0,0,1
ENSG00000199472,2,0,2,6,6,0,4,3
ENSG00000100583,5,0,17,0,9,0,10,2
ENSG00000165555,21,0,6,15,52,0,21,6
ENSG00000168952,26,0,1,0,16,0,24,2
ENSG00000182185,40,0,44,33,64,29,21,17
ENSG00000165355,74,0,252,0,162,0,105,321
ENSG00000289442,1,0,0,0,0,0,1,0
ENSG00000289436,9,0,1,0,0,0,12,2
ENSG00000226777,47,0,114,59,81,544,57,49
ENSG00000258945,0,0,0,0,0,0,0,0
ENSG00000289290,6,0,31,4,5,0,7,15
ENSG00000258777,0,0,1,0,1,0,2,0
ENSG00000258884,6,0,0,0,8,0,8,4
ENSG00000246084,21,0,30,30,52,0,32,8
ENSG00000289583,7,0,3,0,1,0,0,3
ENSG00000289531,5,1,27,0,4,0,7,13
ENSG00000289347,12,0,54,0,32,0,13,47
ENSG00000288797,0,0,0,0,0,0,0,0
ENSG00000289340,110,2,541,114,351,5,78,220
ENSG00000258603,7,0,1,2,2,0,14,1
ENSG00000259070,30,0,3,28,21,0,25,4
ENSG00000258743,7,0,1,1,11,0,9,0
ENSG00000289541,7,0,17,0,5,0,22,17
ENSG00000259319,6,19,34,56,10,0,26,22
ENSG00000259687,42,0,85,9,51,0,27,48
ENSG00000273783,6,0,32,16,22,0,29,14
ENSG00000286931,9,0,12,0,21,0,4,19
ENSG00000258511,29,0,8,0,25,0,11,5
ENSG00000288730,1,0,2,0,4,0,1,1
ENSG00000258498,14,0,1,0,1,0,15,2
ENSG00000215256,19,6,69,15,49,0,40,22
ENSG00000288795,0,0,0,0,0,0,0,0
ENSG00000257556,7,0,2,14,0,0,8,3
ENSG00000289278,9,0,19,0,11,0,5,0
ENSG00000289424,64,0,380,0,238,0,14,9
ENSG00000258733,20,9,10,1,31,0,12,9
ENSG00000258460,5,0,0,2,3,0,1,1
ENSG00000288779,3,0,0,0,2,0,20,0
ENSG00000258867,46,0,15,70,55,104,40,16
ENSG00000136315,4,0,31,0,3,0,8,3
ENSG00000258702,8,0,3,2,12,0,22,2
ENSG00000258342,5,0,2,0,6,0,9,1
ENSG00000214900,131,1,233,23,262,0,108,56
ENSG00000285584,14,0,4,28,4,0,6,3
ENSG00000274015,4,0,11,8,3,0,2,2
ENSG00000289111,0,0,0,0,1,0,0,0
ENSG00000288044,0,0,1,0,0,0,0,0
ENSG00000258526,59,0,9,34,41,0,47,17
ENSG00000289626,63,0,281,52,91,0,71,169
ENSG00000288820,20,0,43,0,48,0,16,46
ENSG00000247970,1,0,0,55,9,0,2,3
ENSG00000289598,4,0,4,0,0,0,1,1
ENSG00000289495,0,0,0,0,0,0,2,4
ENSG00000289207,0,0,2,0,0,0,3,0
ENSG00000259038,0,0,0,0,3,0,0,5
ENSG00000289180,0,0,0,0,0,0,1,2
ENSG00000258744,18,0,12,8,17,0,18,9
ENSG00000259003,3,0,4,42,3,0,9,15
ENSG00000234911,13,0,11,23,6,0,12,8
ENSG00000251002,10,132,31,42,42,0,51,12
ENSG00000225766,5,0,2,30,7,0,1,2
ENSG00000258517,6,0,3,15,0,0,15,0
ENSG00000224721,2,0,4,3,2,0,3,0
ENSG00000288302,4,0,8,7,3,0,0,0
ENSG00000258602,5,0,4,0,7,0,0,9
ENSG00000285774,20,12,1,4,6,1544,25,7
ENSG00000258704,32,0,56,17,62,0,24,56
ENSG00000288762,1,0,0,0,0,0,15,1
ENSG00000259153,2,0,1,0,4,0,2,4
ENSG00000289137,38,0,46,0,16,0,10,20
ENSG00000247092,13,0,13,3,6,0,12,7
ENSG00000289536,0,0,1,0,0,0,5,1
ENSG00000186960,16,1,2,27,16,0,8,2
ENSG00000289195,1,0,0,0,1,0,0,0
ENSG00000289523,3,1,13,0,12,0,0,3
ENSG00000288802,4,0,0,25,5,0,2,0
ENSG00000246223,39,1,84,2,151,0,42,52
ENSG00000289208,0,0,2,0,4,0,6,3
ENSG00000288928,206,9,212,35,326,1,282,1164
ENSG00000205562,0,0,0,3,4,0,4,1
ENSG00000257621,154,74,626,99,410,47,88,284
ENSG00000289098,1,0,0,2,0,0,1,0
ENSG00000288855,20,0,19,0,48,0,10,5
ENSG00000092148,454,152,1238,241,987,722,196,575
ENSG00000166170,177,35,611,118,330,33,123,360
ENSG00000126214,187,4,344,48,536,143,97,202
ENSG00000241494,5,0,7,1,3,0,0,2
ENSG00000258512,3,0,60,0,16,0,11,7
ENSG00000289049,0,0,8,0,4,0,1,2
ENSG00000259088,8,0,9,0,22,0,8,33
ENSG00000207208,2,0,0,0,3,0,0,0
ENSG00000256705,11,0,3,0,6,0,2,6
ENSG00000259161,7,0,6,0,9,0,2,3
ENSG00000289482,9,0,14,0,5,0,1,9
ENSG00000258959,0,0,0,0,0,0,0,0
ENSG00000240457,5,2,30,3,11,0,18,35
ENSG00000080824,1756,1580,5540,549,2389,190,1312,2401
ENSG00000078304,832,8,1700,151,1577,44,408,948
ENSG00000258827,5,0,0,0,0,0,0,1
ENSG00000258708,5,0,0,0,0,0,1,2
ENSG00000252746,0,0,0,0,0,0,0,1
ENSG00000207046,0,0,2,0,0,0,0,0
ENSG00000259087,0,0,0,0,0,0,0,0
ENSG00000129514,5,0,0,0,0,0,4,0
ENSG00000011114,153,3,422,83,250,13,65,140
ENSG00000278396,1,0,2,0,4,0,5,0
ENSG00000187581,0,0,0,0,0,0,0,0
ENSG00000202306,1,0,0,0,0,0,0,0
ENSG00000252720,0,0,0,0,1,0,4,0
ENSG00000277826,0,0,0,0,0,0,0,0
ENSG00000175785,8,78,1,152,13,0,27,0
ENSG00000140067,4,0,2,1,1,0,27,0
ENSG00000186615,9,1,18,29,3,0,15,6
ENSG00000239199,0,0,0,0,0,0,0,0
ENSG00000182521,8,26,0,0,2,0,5,1
ENSG00000133958,54,1,10,54,35,0,68,10
ENSG00000183032,3,0,3,0,0,0,0,0
ENSG00000258690,2,0,0,0,6,0,3,1
ENSG00000258601,0,0,0,0,2,0,5,0
ENSG00000266327,0,0,0,0,0,0,0,0
ENSG00000151338,59,0,6,31,46,0,64,5
ENSG00000289687,0,0,0,0,0,0,5,1
ENSG00000156030,599,478,1782,396,1400,721,303,758
ENSG00000288931,0,0,0,0,0,0,0,0
ENSG00000202229,1,0,0,0,0,0,0,0
ENSG00000252347,0,0,0,0,0,0,0,0
ENSG00000092096,15,0,23,1,8,0,31,5
ENSG00000199157,1,0,0,0,0,0,1,0
ENSG00000215991,0,0,0,0,0,0,0,0
ENSG00000092067,9,0,32,815,17,1,15,24
ENSG00000200385,0,0,0,0,0,0,1,0
ENSG00000201431,0,0,0,0,0,0,0,0
ENSG00000259091,8,69,0,2,6,0,7,0
ENSG00000258696,3,0,0,0,5,0,1,0
ENSG00000259048,1,0,1,0,0,0,1,0
ENSG00000258649,2,0,0,1,5,0,7,1
ENSG00000139865,19,0,3,47,21,0,29,1
ENSG00000278147,0,0,0,0,0,0,2,1
ENSG00000249163,0,0,0,0,0,0,7,0
ENSG00000185246,67,1,196,16,141,0,47,93
ENSG00000212615,0,0,1,0,2,0,1,5
ENSG00000239043,0,0,1,0,0,0,0,0
ENSG00000100442,30,1,108,0,45,0,22,38
ENSG00000129534,124,8,617,139,232,184,33,175
ENSG00000235706,14,1,16,28,30,4,16,18
ENSG00000187790,52,1,67,23,91,0,48,27
ENSG00000100697,625,253,1693,327,1168,829,212,646
ENSG00000259162,18,0,23,52,9,9,10,7
ENSG00000182545,3,0,2,0,0,0,3,1
ENSG00000173464,9,0,0,0,0,0,3,1
ENSG00000258436,4,0,0,0,0,0,0,0
ENSG00000258590,2,0,2,28,3,0,7,0
ENSG00000259383,1,0,0,0,0,0,3,0
ENSG00000259098,0,1,3,0,0,0,3,0
ENSG00000259769,3,0,0,1,2,0,5,0
ENSG00000259152,3,0,0,20,6,0,9,1
ENSG00000286884,2,0,1,0,0,0,9,0
ENSG00000214265,0,0,0,0,0,0,0,0
ENSG00000258771,0,0,0,0,0,0,0,0
ENSG00000271336,0,0,0,0,0,0,0,0
ENSG00000259698,0,0,0,0,0,0,0,0
ENSG00000278541,0,0,0,0,0,0,0,0
ENSG00000279445,0,0,0,0,1,0,0,0
ENSG00000270961,0,0,0,0,0,0,2,0
ENSG00000259425,12,0,0,0,4,0,15,2
ENSG00000258712,2,0,0,0,0,0,11,0
ENSG00000258916,3,0,0,29,0,0,1,0
ENSG00000287922,5,0,2,1,0,0,5,0
ENSG00000182974,0,0,0,0,1,0,0,0
ENSG00000259905,44,0,11,30,50,0,63,6
ENSG00000258721,0,0,0,0,1,0,0,0
ENSG00000214254,7,0,0,35,0,0,6,0
ENSG00000285405,1,0,0,0,0,0,0,0
ENSG00000282599,0,0,0,0,0,0,5,1
ENSG00000276172,5,0,5,0,20,0,13,0
ENSG00000270505,3,0,7,0,7,0,2,4
ENSG00000287482,0,0,0,0,0,0,0,0
ENSG00000223877,0,0,0,0,0,0,0,0
ENSG00000261426,15,0,3,26,9,0,34,1
ENSG00000275363,0,0,0,0,0,0,0,0
ENSG00000260780,0,0,0,0,0,0,0,0
ENSG00000277505,1,0,0,1,0,0,0,0
ENSG00000284988,0,0,0,0,1,0,0,0
ENSG00000259168,1,0,0,0,0,0,0,0
ENSG00000279408,0,0,0,0,0,0,0,0
ENSG00000206187,16,38,1,27,49,0,30,1
ENSG00000237161,1,1,1,0,2,0,1,1
ENSG00000277988,0,0,0,0,0,0,0,0
ENSG00000235731,9,0,1,38,16,0,36,2
ENSG00000257647,0,0,0,0,0,0,0,0
ENSG00000275835,93,51,121,103,164,0,65,53
ENSG00000260739,0,0,0,0,0,0,0,0
ENSG00000259443,0,0,0,0,0,0,0,0
ENSG00000281179,0,0,0,0,0,0,0,0
ENSG00000258732,14,0,50,0,54,0,4,11
ENSG00000277561,4,0,2,1,8,0,12,2
ENSG00000259025,1,0,0,0,11,0,3,0
ENSG00000285472,0,0,0,0,0,0,0,0
ENSG00000287345,0,0,0,0,0,0,0,0
ENSG00000278552,0,0,0,0,0,0,0,0
ENSG00000287122,16,0,2,2,4,4,39,0
ENSG00000281347,1,0,0,0,0,0,0,0
ENSG00000258767,0,0,0,0,0,0,0,0
ENSG00000260986,0,0,0,0,0,0,1,0
ENSG00000281113,0,0,0,0,0,0,0,0
ENSG00000280703,0,0,0,0,0,0,0,0
ENSG00000259324,1,0,0,0,1,0,0,0
ENSG00000278263,2,0,0,0,0,0,0,0
ENSG00000273976,1,0,0,0,2,0,0,0
ENSG00000259150,23,0,2,4,26,0,21,1
ENSG00000270824,0,0,0,0,0,0,0,0
ENSG00000258853,0,0,0,0,0,0,0,0
ENSG00000258707,0,0,0,2,0,0,1,0
ENSG00000259435,0,0,0,0,0,0,0,0
ENSG00000241061,18,3,201,21,37,14,31,12
ENSG00000283524,0,0,0,1,0,0,0,0
ENSG00000258710,5,0,0,5,9,0,14,0
ENSG00000278840,0,0,0,0,0,0,0,0
ENSG00000258463,0,0,0,0,0,0,0,0
ENSG00000271288,1,0,2,0,0,0,0,1
ENSG00000259906,1,0,0,0,0,2,1,1
ENSG00000258594,0,0,0,0,0,0,2,0
ENSG00000259490,5,0,2,27,11,0,14,1
ENSG00000235518,1,0,0,0,0,0,0,0
ENSG00000258970,0,0,0,0,0,0,2,0
ENSG00000270685,0,0,0,0,0,0,0,0
ENSG00000215567,1,0,2,0,2,0,1,0
ENSG00000279735,4,0,2,0,3,0,3,5
ENSG00000286110,1,0,0,0,2,0,9,0
ENSG00000242793,5,0,0,0,0,0,0,0
ENSG00000268531,3,0,0,3,0,0,3,1
ENSG00000258848,0,0,0,0,0,0,0,0
ENSG00000279595,0,0,0,1,0,0,2,0
ENSG00000282268,0,0,0,0,1,0,1,0
ENSG00000259089,0,0,0,0,0,0,1,0
ENSG00000175676,1,0,0,1,0,0,1,1
ENSG00000284500,0,0,0,5,0,0,0,0
ENSG00000260959,4,0,0,0,0,0,0,0
ENSG00000258797,0,0,0,0,0,0,0,0
ENSG00000279639,0,0,0,0,8,0,2,0
ENSG00000274499,0,0,0,0,0,0,3,0
ENSG00000277322,1,0,0,4,0,0,0,0
ENSG00000258624,0,0,0,0,0,0,0,0
ENSG00000186297,20,0,3,51,3,0,7,1
ENSG00000258420,0,0,0,0,0,0,0,0
ENSG00000242088,0,0,0,0,0,0,0,0
ENSG00000224078,437,207,470,303,647,0,417,289
ENSG00000247765,2,0,1,3,8,1,0,2
ENSG00000281550,0,0,0,0,0,0,0,0
ENSG00000270451,0,0,0,0,0,0,0,0
ENSG00000258684,1,0,2,0,0,0,1,0
ENSG00000278621,0,0,0,0,0,0,0,0
ENSG00000261747,0,0,0,0,1,0,0,0
ENSG00000280655,3,0,2,0,0,0,0,0
ENSG00000258997,1,5,0,5,0,0,1,0
ENSG00000275325,0,0,0,0,3,0,0,0
ENSG00000166133,28,1,35,12,40,1,46,44
ENSG00000259598,11,0,10,0,20,0,0,12
ENSG00000188403,3,0,1,0,17,0,4,1
ENSG00000258654,20,0,0,0,6,1,20,0
ENSG00000259690,4,0,0,0,2,0,1,0
ENSG00000273749,288,467,856,101,383,1101,157,163
ENSG00000259269,21,0,0,0,12,0,16,0
ENSG00000235160,6,0,0,71,5,0,1,0
ENSG00000259751,1,0,2,0,9,0,8,7
ENSG00000225930,3,1,1,0,2,0,2,0
ENSG00000282520,0,0,1,0,0,0,0,0
ENSG00000274835,0,0,0,0,0,0,1,0
ENSG00000259192,13,0,1,0,6,0,8,2
ENSG00000228992,0,0,0,0,1,0,2,0
ENSG00000166140,84,0,200,148,122,0,84,77
ENSG00000283133,1,0,0,0,7,0,3,0
ENSG00000278626,5,0,0,0,3,0,14,1
ENSG00000260551,19,0,2,3,7,0,11,2
ENSG00000274099,2,0,0,0,2,2,5,1
ENSG00000259011,5,0,0,0,0,0,0,0
ENSG00000181984,3,0,1,1,1,0,2,3
ENSG00000261792,0,0,0,0,0,0,0,1
ENSG00000270185,0,0,0,0,0,0,0,0
ENSG00000175779,36,25,10,55,34,0,28,4
ENSG00000259214,0,0,0,0,0,0,0,0
ENSG00000273786,0,0,0,0,1,0,0,0
ENSG00000277755,0,0,0,0,0,0,0,0
ENSG00000259516,1,0,0,46,7,0,9,2
ENSG00000104081,109,173,481,16,202,0,172,515
ENSG00000198146,82,0,196,61,100,25,38,55
ENSG00000259380,9,79,0,56,6,0,20,3
ENSG00000277435,0,0,0,0,0,282,0,0
ENSG00000259239,3,0,0,0,0,0,1,0
ENSG00000259122,2,0,0,45,0,0,1,2
ENSG00000260571,4,69,0,0,3,0,8,0
ENSG00000259245,2,0,0,0,0,0,2,0
ENSG00000258706,0,0,0,0,7,0,0,1
ENSG00000259254,1,0,0,0,0,0,0,0
ENSG00000180229,35,15,68,163,88,123,38,53
ENSG00000137801,39,2118,1250,3242,149,60317,116,250
ENSG00000021776,187,190,577,160,411,1,118,266
ENSG00000259460,0,0,0,0,0,0,0,0
ENSG00000279364,0,0,0,0,0,0,0,0
ENSG00000270304,2,0,0,0,1,0,0,0
ENSG00000137843,32,0,10,20,26,0,46,14
ENSG00000258585,0,0,0,0,0,0,0,0
ENSG00000159248,5,0,1,0,2,0,13,4
ENSG00000134138,15,0,7,29,9,0,31,2
ENSG00000273679,3,0,3,0,0,0,1,1
ENSG00000157021,0,0,0,0,0,0,0,0
ENSG00000185182,5,0,0,11,0,0,8,0
ENSG00000246283,0,0,0,0,0,0,0,0
ENSG00000104044,12,0,0,55,20,0,15,6
ENSG00000287888,15,0,0,8,3,0,13,0
ENSG00000260897,3,0,0,0,0,0,0,1
ENSG00000280709,1,0,0,0,0,0,0,0
ENSG00000285491,0,0,0,0,0,0,0,0
ENSG00000284788,0,0,0,0,0,0,0,0
ENSG00000258799,0,0,0,0,0,0,0,0
ENSG00000128829,169,422,351,238,214,3,82,162
ENSG00000274444,0,0,0,0,1,0,0,0
ENSG00000281087,1,0,0,0,0,0,0,0
ENSG00000259278,4,0,3,25,2,0,4,0
ENSG00000166206,33,0,11,64,44,0,43,11
ENSG00000258415,0,0,0,0,0,0,0,0
ENSG00000284892,1,0,0,0,2,0,1,0
ENSG00000230031,0,0,0,0,0,0,0,0
ENSG00000259337,4,0,0,0,1,0,3,0
ENSG00000259731,0,0,0,16,2,0,0,0
ENSG00000259587,4,0,2,0,1,0,8,0
ENSG00000260490,0,0,1,0,0,0,4,0
ENSG00000134146,14,0,29,0,27,0,26,13
ENSG00000244705,0,0,0,0,0,0,1,1
ENSG00000178081,2,0,0,0,0,0,0,0
ENSG00000274347,0,0,0,34,4,0,6,0
ENSG00000283273,0,0,0,0,0,0,1,0
ENSG00000258494,0,0,0,0,0,0,0,0
ENSG00000259409,0,0,0,0,0,0,0,0
ENSG00000188277,18,1,32,0,61,0,11,20
ENSG00000280881,0,0,0,0,0,0,0,0
ENSG00000259345,20,48,13,30,32,0,44,5
ENSG00000166068,25,0,86,22,21,0,11,8
ENSG00000287280,5,0,1,0,1,0,5,1
ENSG00000223628,6,0,0,0,0,0,0,0
ENSG00000270356,0,0,0,0,0,0,0,1
ENSG00000259639,1,0,1,0,2,0,0,0
ENSG00000260648,9,0,1,0,7,0,17,2
ENSG00000224055,1,0,0,0,0,0,0,0
ENSG00000232394,0,0,0,0,0,0,5,0
ENSG00000248905,161,1,180,99,299,0,74,39
ENSG00000276107,1,0,0,72,0,1,0,0
ENSG00000274279,0,0,0,2,0,0,2,1
ENSG00000258488,1,0,0,1,1,0,0,1
ENSG00000171262,78,0,227,4,119,11,21,93
ENSG00000270831,1,0,0,0,0,0,1,0
ENSG00000259710,0,0,2,0,0,0,0,0
ENSG00000285934,4,0,0,0,2,0,1,0
ENSG00000228740,19,0,3,0,8,0,21,2
ENSG00000261002,2,0,7,0,4,0,8,5
ENSG00000282089,0,0,0,0,0,0,0,0
ENSG00000280118,9,0,0,0,3,0,2,1
ENSG00000259181,0,0,0,0,3,0,0,0
ENSG00000243122,0,0,0,0,0,0,0,0
ENSG00000128965,6,0,3,3,2,0,17,4
ENSG00000285410,99,10,239,6,152,0,81,251
ENSG00000150667,5,0,0,0,1,0,7,1
ENSG00000182256,26,118,1,25,18,0,35,0
ENSG00000259588,4,0,0,46,0,0,9,0
ENSG00000261048,0,0,0,0,0,0,0,0
ENSG00000259686,2,0,0,0,0,0,2,1
ENSG00000260282,2,0,0,0,8,0,3,0
ENSG00000286786,93,94,156,95,294,0,50,71
ENSG00000284834,1,0,0,0,2,0,7,0
ENSG00000259434,6,0,1,0,3,0,6,0
ENSG00000259730,0,0,0,0,0,0,0,0
ENSG00000259743,1,0,0,0,0,0,4,0
ENSG00000261219,0,0,0,0,3,0,0,1
ENSG00000170113,83,199,76,189,104,1620,34,32
ENSG00000259671,24,0,77,1,23,0,31,67
ENSG00000259592,2,0,0,0,0,0,0,1
ENSG00000259390,0,0,0,0,1,0,2,0
ENSG00000273173,0,0,2,0,1,0,0,1
ENSG00000258883,2,0,0,0,0,0,1,0
ENSG00000259479,10,2,7,10,16,0,9,12
ENSG00000261771,0,0,0,0,0,0,0,0
ENSG00000259554,0,0,0,9,1,0,0,0
ENSG00000277867,2,0,0,0,0,0,0,0
ENSG00000259204,2,0,2,0,2,0,9,0
ENSG00000279958,0,0,0,13,2,0,0,0
ENSG00000259580,0,0,0,0,0,0,0,0
